,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
104800.0,4XeqABCbUqyznqTgB8Ckzj,Yung Beef,El Plugg 2,METALLICA,67.0,228218.0,True,0.586,0.816,1.0,-4.492,0.0,0.122,0.0992,0.00539,0.355,0.58,174.053,4.0,spanish
104801.0,2mRwodUOATBk5spcUsEidB,Rels B,LA ISLA LP,La Última Canción,73.0,184748.0,False,0.793,0.605,1.0,-4.952,0.0,0.119,0.426,0.0,0.334,0.268,91.068,4.0,spanish
104806.0,12oFSoib1tf0r2rd1Fgsfe,India Martinez;Marc Anthony,Convénceme,Convénceme,61.0,208567.0,False,0.59,0.552,0.0,-8.422,0.0,0.388,0.5,0.0,0.12,0.241,167.854,4.0,spanish
104807.0,3VvyD7SxO6SO3IuCODFAfW,Chema Rivas,Mil Tequilas,Mil Tequilas,62.0,255450.0,False,0.673,0.772,1.0,-3.937,1.0,0.127,0.224,0.0,0.0957,0.287,100.213,4.0,spanish
104808.0,3OL6rKs4tpYCdPZ9SEx50p,Aitana;Sebastian Yatra,Corazón Sin Vida,Corazón Sin Vida,62.0,181978.0,False,0.48,0.572,2.0,-4.013,1.0,0.0412,0.169,0.0,0.0711,0.452,89.89,4.0,spanish
104810.0,5omgFpiMt1CGHjQGfkwzvz,Jarabe De Palo,Depende,Agua,68.0,254266.0,False,0.715,0.358,5.0,-15.522,1.0,0.033,0.743,0.0133,0.104,0.742,145.751,4.0,spanish
104811.0,76NtMPMpA6fuUH4euMYZoD,Rels B;DELLAFUENTE,Flakk Daniel's Lp,Buenos Genes,72.0,245190.0,True,0.804,0.535,4.0,-8.603,0.0,0.143,0.486,0.0,0.108,0.628,151.957,4.0,spanish
104812.0,5hyq5k3Do9gW3HGvDg5ZEJ,Café Quijano,La Extraordinaria Paradoja Del Sonido Quijano,La Lola,65.0,197320.0,False,0.725,0.79,9.0,-4.393,0.0,0.102,0.0646,0.00883,0.121,0.867,151.985,4.0,spanish
104821.0,3UIENhLRdFIOuRan92cAQu,Duncan Dhu,El Grito Del Tiempo,En algún lugar,72.0,235626.0,False,0.527,0.859,7.0,-6.685,1.0,0.0687,0.176,0.0866,0.157,0.443,74.214,4.0,spanish
104822.0,3RfmZepJErldBC4JXut6L9,Beret;Melendi,Prisma,Desde cero (con Melendi),61.0,202129.0,False,0.495,0.461,2.0,-8.158,1.0,0.0496,0.249,0.0,0.126,0.25,113.029,5.0,spanish
104835.0,1w2Nnj1HEUgoOglVRWfZj8,Mecano,Entre el Cielo y el Suelo (Bonus Tracks Edition),Me cuesta tanto olvidarte,72.0,174946.0,False,0.516,0.228,9.0,-13.467,1.0,0.0363,0.923,0.0,0.155,0.502,149.247,4.0,spanish
104851.0,1MXzojJav1N4cREWTFm1iZ,Aitana;Cali Y El Dandee,11 RAZONES,+ (MÁS),62.0,219354.0,False,0.561,0.678,8.0,-4.23,1.0,0.0324,0.0996,0.0,0.125,0.662,160.042,4.0,spanish
104853.0,2VSGzQqy9nqJefcYGJNWst,Andy & Lucas,Andy Y Lucas,Tanto la Queria,66.0,280146.0,False,0.68,0.756,10.0,-5.718,1.0,0.0605,0.546,0.0,0.137,0.574,144.001,4.0,spanish
104854.0,0qRE2t4scDRFsBgBXsQIH9,Carlos Sadness;Manuel Medrano,Tropical Jesus,Todo Estaba Bien,64.0,188222.0,False,0.761,0.729,5.0,-5.896,1.0,0.0904,0.0844,0.00402,0.155,0.456,103.982,4.0,spanish
104856.0,4qEHMJyER7OntYTtPsIT1W,Aitana,11 RAZONES,11 RAZONES,60.0,213179.0,False,0.55,0.874,5.0,-3.937,1.0,0.0508,0.00599,0.0,0.214,0.348,166.011,4.0,spanish
104859.0,0wA3AZzA0gp0wfSS0SpZt5,Melendi;Mau y Ricky,La Boca Junta,La Boca Junta,62.0,227312.0,False,0.663,0.836,11.0,-5.111,1.0,0.0384,0.464,0.0,0.0554,0.802,154.952,4.0,spanish
104869.0,1jJn6iK6o2Vg7iUKHztRTk,Amaral,Pájaros En La Cabeza,El universo sobre mí,60.0,249680.0,False,0.391,0.837,2.0,-4.078,1.0,0.0404,0.135,0.0,0.106,0.434,185.992,4.0,spanish
104902.0,0CjaLvAqN97KPVWgOJ1vbD,Pablo Alborán;Jesse & Joy,Tanto (Edición Premium),Dónde está el amor (feat. Jesse & Joy),72.0,233895.0,False,0.597,0.848,4.0,-5.458,1.0,0.0406,0.173,0.0,0.373,0.324,139.876,4.0,spanish
104903.0,2fu5rPvhr3plV0tlVbzpb4,Khaled,Mírame a la Cara,Mírame a la Cara,62.0,185285.0,False,0.816,0.885,2.0,-4.232,0.0,0.0879,0.301,0.0,0.0656,0.743,99.975,4.0,spanish
104916.0,66VmioeXL4i1TCfHIO8R9t,Melendi,Quítate las Gafas,Desde Que Estamos Juntos,61.0,273293.0,False,0.695,0.809,6.0,-6.002,1.0,0.255,0.164,0.0,0.077,0.507,184.028,4.0,spanish
104917.0,4aWuoE57P5KteX0L57OrJs,Abraham Mateo,Ahora Te Puedes Marchar,Ahora Te Puedes Marchar,60.0,150257.0,False,0.791,0.722,8.0,-3.031,1.0,0.0456,0.068,0.0,0.0524,0.961,133.076,4.0,spanish
104918.0,4fSar1liXyxCK3lOcWHUE1,Natalia Jiménez,Creo en Mi,Creo en Mi,72.0,229373.0,False,0.496,0.57,5.0,-6.053,1.0,0.0279,0.291,0.0,0.105,0.239,79.845,4.0,spanish
104921.0,6kQYMqjobmB8MkWwa9OUyA,Alejandro Sanz,Más,Amiga mía,73.0,290973.0,False,0.629,0.703,2.0,-4.875,1.0,0.0504,0.519,0.0,0.11,0.402,144.016,4.0,spanish
104954.0,5E2iOjnZGDVjfGZygtISw9,Pol Granch;Leon Leiden,Platicamos,Platicamos,62.0,176721.0,False,0.716,0.613,1.0,-4.247,0.0,0.0495,0.287,0.0,0.0944,0.698,109.938,4.0,spanish
104958.0,0BJdpD3m8414QOj8iqFYMR,Coti;Dani Martín,Coti,Antes Que Ver El Sol,60.0,221626.0,False,0.678,0.69,9.0,-7.496,1.0,0.0312,0.0832,0.0,0.167,0.887,134.04,4.0,spanish
104964.0,7vcDJCAO356RYkCfiUozmE,Heroes Del Silencio,Senderos De Traición - Edición Especial,Maldito duende,69.0,253186.0,False,0.374,0.85,4.0,-5.657,0.0,0.0404,0.0904,0.0,0.116,0.348,125.796,4.0,spanish
104987.0,3iXzP5MqfZF3vXekc94arR,Antonio José,A Un Milímetro De Ti,A Un Milímetro De Ti,62.0,229198.0,False,0.568,0.727,8.0,-3.89,1.0,0.0336,0.196,0.0,0.361,0.194,125.947,4.0,spanish
106003.0,3vkQ5DAB1qQMYO4Mr9zJN6,ABBA,Voulez-Vous,Gimme! Gimme! Gimme! (A Man After Midnight),82.0,292613.0,False,0.749,0.491,10.0,-9.655,1.0,0.0403,0.02,0.00899,0.159,0.536,119.528,4.0,swedish
106007.0,7rWgGyRK7RAqAAXy4bLft9,ABBA,Voulez-Vous,Angeleyes,78.0,260893.0,False,0.719,0.922,11.0,-6.091,1.0,0.0338,0.523,0.000163,0.0867,0.964,133.113,4.0,swedish
106008.0,5lrq8sHObtY0xMmF7Ukzl7,Ricky Rich;ARAM Mafia,Habibi,Habibi,64.0,179030.0,False,0.479,0.609,4.0,-8.5,0.0,0.133,0.499,0.0,0.144,0.74,75.113,3.0,swedish
106013.0,5MhsZlmKJG6X5kTHkdwC4B,AronChupa;Little Sis Nora,I'm an Albatraoz,I'm an Albatraoz,72.0,166848.0,True,0.883,0.817,0.0,-5.414,1.0,0.235,0.601,0.00449,0.11,0.595,128.078,4.0,swedish
106014.0,0GjEhVFGZW8afUYGChu3Rr,ABBA,Arrival,Dancing Queen,83.0,230400.0,False,0.543,0.87,9.0,-6.514,1.0,0.0428,0.358,0.000939,0.792,0.754,100.804,4.0,swedish
106054.0,4euAGZTszWPrriggYK0HG9,ABBA,Super Trouper,Lay All Your Love On Me,74.0,274466.0,False,0.678,0.727,2.0,-7.844,0.0,0.0258,0.117,0.00396,0.354,0.71,133.481,4.0,swedish
106055.0,3QK2bbLCTGoFXFt64e5TBY,Tove Lo,2 Die 4,2 Die 4,75.0,185875.0,False,0.816,0.8,10.0,-5.705,0.0,0.0733,0.0283,6.03e-05,0.129,0.534,118.014,4.0,swedish
106059.0,05eZlxyjbkHMPCnunUasCS,Tove Lo,"How Long (From ""Euphoria"" An HBO Original Series)","How Long - From""Euphoria"" An HBO Original Series",71.0,199314.0,False,0.668,0.687,7.0,-7.129,0.0,0.058,0.0157,0.000822,0.149,0.468,97.025,4.0,swedish
106069.0,0PukrHFus6hVBHku8hrS0Z,Ricky Rich;Dardan;Zuna,Habibi (German Remix),Habibi - German Remix,63.0,195254.0,False,0.772,0.598,4.0,-8.193,0.0,0.0835,0.135,0.0,0.183,0.318,117.972,4.0,swedish
106072.0,2TxCwUlqaOH3TIyJqGgR91,ABBA,Abba,Mamma Mia,77.0,213266.0,False,0.749,0.748,2.0,-7.011,1.0,0.0323,0.295,0.000443,0.469,0.827,137.547,4.0,swedish
106073.0,6TvxPS4fj4LUdjw2es4g21,ABBA,The Visitors (Deluxe Edition),Slipping Through My Fingers,70.0,233720.0,False,0.475,0.26,5.0,-15.997,1.0,0.0322,0.796,0.0016,0.109,0.339,137.212,4.0,swedish
106079.0,6kvoHl80mfCVTv7XnZkjQn,Roxette,It Must Have Been Love,"It Must Have Been Love - From the Film ""Pretty Woman""",78.0,258786.0,False,0.52,0.652,5.0,-6.655,1.0,0.0274,0.34,5.49e-05,0.256,0.722,80.609,4.0,swedish
106100.0,5JCi3pyggvk4B0yd0BK3ow,Tove Lo;Hippie Sabotage,Queen Of The Clouds,Stay High - Habits Remix,68.0,258386.0,False,0.736,0.677,4.0,-7.036,0.0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,4.0,swedish
106101.0,3tJ4y2Zqx6gM9xOAuFfsSF,Tove Lo,Lady Wood,Cool Girl,65.0,199179.0,True,0.674,0.694,9.0,-7.076,0.0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,4.0,swedish
106103.0,4GSDkZt7GcmzBWmsMcpaVO,Jubël;NEIMY,Dancing In The Moonlight (feat. NEIMY),Dancing In The Moonlight (feat. NEIMY),75.0,164009.0,False,0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,4.0,swedish
106104.0,3DQisSEr1TLp9H0BEeKiQS,Zara Larsson,Uncover,Uncover,65.0,213543.0,False,0.556,0.529,2.0,-4.464,1.0,0.025,0.4,0.0,0.268,0.308,89.887,4.0,swedish
106106.0,5VRXsiG9SmI3znIWtcp4FQ,Tove Lo,Dirt Femme,Suburbia,65.0,199071.0,False,0.61,0.555,6.0,-8.349,0.0,0.067,0.0839,0.0461,0.144,0.286,166.007,4.0,swedish
106107.0,3oEkrIfXfSh9zGnE7eBzSV,ABBA,Super Trouper,The Winner Takes It All,75.0,294720.0,False,0.454,0.788,6.0,-6.748,1.0,0.0371,0.574,0.000766,0.0859,0.52,126.15,4.0,swedish
106109.0,08kSDRN3ZUB5V5ba2Rt5KB,Tove Lo;SG Lewis,Dirt Femme,Call on Me (with SG Lewis),63.0,196537.0,False,0.548,0.884,6.0,-5.225,0.0,0.0547,0.00561,1.77e-05,0.151,0.335,120.989,4.0,swedish
106110.0,5cozKcTbz5DUdHHfgNdGOb,Tove Lo,Dirt Femme,True Romance,61.0,245978.0,False,0.408,0.314,0.0,-7.729,1.0,0.0323,0.48,1.27e-05,0.111,0.0833,105.096,4.0,swedish
106111.0,762B4bOcXF7I2Y8UlKTyTy,ABBA,Voulez-Vous,Chiquitita,74.0,326320.0,False,0.5,0.554,9.0,-8.108,1.0,0.0354,0.734,3.72e-06,0.312,0.372,84.229,4.0,swedish
106112.0,1cx7kDfiHlvQWwPRNxQrfQ,Tove Lo,Dirt Femme,No One Dies From Love,63.0,186018.0,False,0.659,0.803,0.0,-6.632,1.0,0.0558,0.0745,1.16e-06,0.251,0.339,121.085,4.0,swedish
106113.0,0L06aZLoX6BRT0hUPh7O5g,Tove Lo,Dirt Femme,Grapefruit,66.0,231333.0,False,0.722,0.687,2.0,-5.128,1.0,0.0343,0.00134,0.000366,0.151,0.147,105.007,4.0,swedish
106116.0,66mhaHoJIiVWB3lwA6974s,Tove Lo;SG Lewis,Dirt Femme,Pineapple Slice (with SG Lewis),63.0,176544.0,True,0.819,0.543,11.0,-6.397,0.0,0.0632,0.00129,0.0,0.105,0.667,120.966,4.0,swedish
106117.0,76FNN0tgZom2h4U3uWRglg,Tove Lo,Dirt Femme,I’m to Blame,60.0,200757.0,False,0.533,0.464,7.0,-8.708,1.0,0.0269,0.196,0.0,0.237,0.157,92.184,4.0,swedish
106118.0,5pMmWfuL0FTGshYt7HVJ8P,ABBA,ABBA Gold,SOS,70.0,201360.0,False,0.393,0.719,5.0,-4.773,1.0,0.0279,0.0629,0.00432,0.219,0.497,124.353,4.0,swedish
106119.0,71BJVUm9wse1WBFEGHIFsI,Tove Lo,Dirt Femme,2 Die 4,64.0,185875.0,False,0.816,0.8,10.0,-5.705,0.0,0.0738,0.028,7.38e-05,0.129,0.533,118.01,4.0,swedish
106120.0,0o7a5d0ArD1f1Xwt7ld8EM,Tove Lo,Dirt Femme,Kick In The Head,60.0,195440.0,False,0.873,0.829,0.0,-5.912,1.0,0.102,0.0787,0.0112,0.207,0.658,102.993,4.0,swedish
106121.0,3DINd29wTWdZEiH7JS0G0W,Tove Lo;First Aid Kit,Dirt Femme,Cute & Cruel (feat. First Aid Kit),62.0,180617.0,False,0.633,0.351,2.0,-7.716,0.0,0.0313,0.697,0.0,0.12,0.356,118.145,4.0,swedish
106122.0,1HHnQYqcnlnE9q7LGFFGFj,Icona Pop;VIZE,Off Of My Mind,Off Of My Mind,68.0,164739.0,False,0.798,0.752,1.0,-5.947,1.0,0.227,0.128,0.0362,0.0795,0.565,125.996,4.0,swedish
106123.0,4SS4YfDAEQG0fZAe1xfgn3,Victor Leksell,Fånga mig när jag faller,Svag,66.0,191103.0,False,0.595,0.528,5.0,-8.922,0.0,0.0621,0.748,0.0,0.112,0.419,153.74,4.0,swedish
106125.0,7tXgjaBwAYJvqq4qOjtIMP,Tove Lo;Channel Tres,Dirt Femme,Attention Whore (feat. Channel Tres),63.0,190835.0,True,0.749,0.694,8.0,-8.879,0.0,0.0951,0.0134,0.765,0.136,0.688,123.037,4.0,swedish
106126.0,62MosvjGMQY3HeGPFEsmM1,Tove Lo,No One Dies From Love,No One Dies From Love,72.0,186018.0,False,0.652,0.801,0.0,-6.632,1.0,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,4.0,swedish
106130.0,3Dy4REq8O09IlgiwuHQ3sk,ABBA,Waterloo,Waterloo,73.0,168960.0,False,0.445,0.949,2.0,-4.682,1.0,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,4.0,swedish
106132.0,6Sf2YqGzNmVfSNpLFWuYbz,AronChupa;Little Sis Nora,Rave in the Grave,Rave in the Grave,60.0,162732.0,False,0.762,0.724,11.0,-6.309,0.0,0.0624,0.138,7.71e-05,0.187,0.775,132.051,4.0,swedish
106152.0,4Jv7lweGIUOFQ7Oq2AtAh9,Lykke Li;The Magician,I Follow Rivers (The Magician Remix),I Follow Rivers - The Magician Remix,72.0,280069.0,False,0.786,0.696,9.0,-5.796,0.0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,4.0,swedish
106153.0,2245x0g1ft0HC7sf79zbYN,ABBA,ABBA Gold,Lay All Your Love On Me,72.0,272506.0,False,0.695,0.701,0.0,-6.435,1.0,0.0281,0.0187,0.0464,0.251,0.58,133.0,4.0,swedish
106155.0,3OTSBoYKO7HzGVj8Bu2OH9,Zara Larsson,All the Time,All the Time,59.0,228111.0,False,0.665,0.799,6.0,-2.868,0.0,0.0617,0.18,0.0,0.125,0.5,101.976,4.0,swedish
106158.0,1WMCwGfNf4ndXbsvHPVqlh,Mike Perry;Orange Villa,Told You So,Told You So,62.0,146355.0,False,0.699,0.813,1.0,-4.177,1.0,0.112,0.0391,0.0,0.145,0.263,100.1,4.0,swedish
106163.0,3YPlsrk0Voe8AOa1jyN891,Zara Larsson;R3HAB,Ain't My Fault (R3hab Remix),Ain't My Fault - R3hab Remix,59.0,158772.0,False,0.67,0.847,9.0,-3.723,1.0,0.043,0.0156,0.0,0.22,0.613,150.109,4.0,swedish
106167.0,6Ac4NVYYl2U73QiTt11ZKd,Blue Swede;Björn Skifs,Hooked On A Feeling,Hooked On A Feeling,73.0,172866.0,False,0.547,0.82,8.0,-6.728,1.0,0.0805,0.261,0.0,0.3,0.933,118.208,4.0,swedish
106173.0,32UWWCkjGBumY1QclHhTH3,Mike Perry,One Life,One Life,61.0,204591.0,False,0.653,0.757,3.0,-3.642,1.0,0.0553,0.1,0.0,0.242,0.238,128.018,4.0,swedish
106174.0,0J2p4KYdr6Mg4ET6JPlbe1,ABBA,Super Trouper,Super Trouper,72.0,252853.0,False,0.764,0.626,0.0,-8.274,1.0,0.0288,0.457,6.35e-06,0.201,0.961,118.34,4.0,swedish
106177.0,1rMfDvE2C8ne8UZj847rKM,ABBA,The Essential Collection,Dancing Queen,63.0,233440.0,False,0.508,0.825,9.0,-9.627,1.0,0.0451,0.175,0.00133,0.376,0.715,100.548,4.0,swedish
106179.0,5BckPAYcKEJuYs1eV1BHHe,ABBA,The Album,Take A Chance On Me,74.0,243933.0,False,0.684,0.675,11.0,-8.123,1.0,0.0257,0.163,0.0,0.242,0.924,107.064,4.0,swedish
106201.0,0zFComc9VzjCKWm4PSbIJk,Tove Lo;Doja Cat,Sunshine Kitty,Equally Lost (feat. Doja Cat),59.0,134845.0,True,0.654,0.766,2.0,-5.48,1.0,0.127,0.0178,2.37e-05,0.28,0.521,187.901,4.0,swedish
106202.0,1PtJclc46wTk367PlsU6Uj,ABBA,Voulez-Vous,I Have A Dream,64.0,285413.0,False,0.549,0.374,10.0,-12.049,1.0,0.0244,0.6,0.0,0.178,0.439,104.311,4.0,swedish
106210.0,2peP7jTVEwUbzIPn7rDcHg,Mike Perry,Looking At U,Looking At U,59.0,167688.0,False,0.616,0.77,8.0,-5.363,1.0,0.0352,0.0299,0.0,0.314,0.329,105.981,4.0,swedish
106212.0,1gT4R71PKKWcd7kSqAmNWC,Mike Perry;Isak Danielson,Save Me Now,Save Me Now,62.0,196080.0,False,0.556,0.684,2.0,-5.075,1.0,0.0459,0.0106,0.0,0.531,0.23,125.189,4.0,swedish
106215.0,66U0ASk1VHZsqIkpMjKX3B,AronChupa;Little Sis Nora,Little Swing,Little Swing,59.0,163809.0,False,0.89,0.672,7.0,-5.532,1.0,0.0621,0.707,0.000604,0.177,0.598,126.036,4.0,swedish
106216.0,17OqI90oTFZ3J8PVu6j07V,ABBA,Voulez-Vous,Voulez-Vous,70.0,309173.0,False,0.708,0.774,11.0,-6.931,0.0,0.0372,0.149,0.00109,0.169,0.903,126.636,4.0,swedish
106218.0,4OcwgcBMJmL8hHJ7wUGk09,Mike Perry;Mila Josef,If I Ruled The World,If I Ruled The World,61.0,171925.0,False,0.656,0.662,4.0,-5.034,1.0,0.0971,0.0203,0.0,0.115,0.289,124.772,4.0,swedish
106219.0,43Hit5V2BpPq2vxvca3ysc,Sandro Cavazza,Lean On Me,Lean On Me,67.0,182497.0,False,0.799,0.419,6.0,-7.99,1.0,0.174,0.412,0.0,0.203,0.716,156.055,4.0,swedish
106221.0,7vHshinTU8161w69EPbabY,Seinabo Sey;Kygo,Pretend,Younger - Kygo Remix,65.0,351578.0,False,0.69,0.489,5.0,-7.938,1.0,0.0788,0.13,0.00022,0.0815,0.645,114.008,4.0,swedish
106222.0,5FQEeo3o0tPNxrsQPcmwlX,Mike Perry;Dimitri Vangelis & Wyman;TEN TIMES;The Companions,Changes,Changes,60.0,142019.0,False,0.716,0.748,10.0,-4.656,1.0,0.0364,0.0667,0.0,0.0581,0.469,120.033,4.0,swedish
106224.0,5JvsxPAHsGxwNq4xto2HtM,Roxette,Look Sharp! (Extended Version),Listen To Your Heart,73.0,328093.0,False,0.539,0.583,1.0,-4.935,0.0,0.0275,0.108,0.0,0.111,0.337,86.063,4.0,swedish
106225.0,4BM8yJ0PzBi2ZewpMTOxtx,ABBA,Arrival,Fernando,68.0,252960.0,False,0.354,0.535,9.0,-8.876,1.0,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,4.0,swedish
106252.0,15iosIuxC3C53BgsM5Uggs,Icona Pop,THIS IS... ICONA POP,All Night,60.0,187026.0,False,0.6,0.905,1.0,-3.41,0.0,0.0357,0.00274,0.0,0.831,0.636,124.032,4.0,swedish
106256.0,6PEk3WWhhxbQQwQVVbGB0f,Sandro Cavazza,The Days,The Days,63.0,156554.0,False,0.65,0.744,11.0,-6.177,1.0,0.031,0.0799,0.0,0.14,0.532,123.99,4.0,swedish
106258.0,2vaxUyVWNoA2L272YHEy70,Zara Larsson,Lay All Your Love On Me - Spotify Singles,Lay All Your Love On Me - Spotify Singles,67.0,161125.0,False,0.691,0.409,4.0,-10.144,1.0,0.0376,0.376,0.000224,0.145,0.21,124.994,4.0,swedish
106259.0,5ofHoV0ywhsZUOArK1Oa1h,Mangoo;Behmer;Lunis;ILURO,Say It Right (ILURO Remix),Say It Right - ILURO Remix,60.0,133724.0,False,0.696,0.934,8.0,-4.051,1.0,0.267,0.0129,0.0,0.153,0.472,124.017,4.0,swedish
106265.0,2oWMI54r0qT4N8Xb4C76vq,Roxette,Look Sharp! (Extended Version),The Look,70.0,237320.0,False,0.634,0.838,2.0,-5.363,1.0,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4.0,swedish
106300.0,1TIiWomS4i0Ikaf9EKdcLn,Tove Lo,BLUE LIPS (lady wood phase II),disco tits,64.0,223794.0,True,0.79,0.728,7.0,-6.523,1.0,0.0612,0.025,0.00106,0.172,0.333,110.059,4.0,swedish
106302.0,7aQjPecQdIuNd1sz3KCDhD,The Cardigans,First Band On The Moon (Remastered),Lovefool,74.0,193953.0,False,0.704,0.636,9.0,-6.029,1.0,0.0252,0.0344,0.0,0.35,0.89,111.845,4.0,swedish
106311.0,29FNeqjOV2kPWGS55qhtGB,ABBA,ABBA Gold,"Money, Money, Money",65.0,186786.0,False,0.756,0.741,9.0,-6.426,0.0,0.0364,0.43,0.00113,0.0807,0.691,120.445,4.0,swedish
106313.0,6aqNCrRA7vs7v6QvRpI50t,Robyn,Body Talk,Dancing On My Own,64.0,285853.0,False,0.674,0.857,6.0,-5.328,1.0,0.0346,0.0557,0.196,0.0942,0.278,117.028,4.0,swedish
106315.0,3ddxe0WYUpNPtSnHgQOad5,ABBA,I Still Have Faith In You / Don't Shut Me Down,I Still Have Faith In You,61.0,310720.0,False,0.207,0.363,5.0,-7.296,1.0,0.0306,0.418,5.24e-06,0.128,0.358,74.278,3.0,swedish
106317.0,2IZa3hPjcc8fFzWNsHvzoM,Mike Perry;Barefoot,I Can't Love,I Can't Love,64.0,147750.0,False,0.612,0.825,3.0,-5.727,1.0,0.044,0.0754,0.0,0.163,0.574,131.994,4.0,swedish
106318.0,2w6JXokk0F8i241Y8C0Mn6,ABBA,Waterloo,"Honey, Honey",64.0,175000.0,False,0.474,0.804,5.0,-7.763,1.0,0.0473,0.309,1.81e-06,0.552,0.757,140.507,4.0,swedish
106354.0,265SFiKBPvo5ojatV1egRk,AronChupa;Little Sis Nora,The Woodchuck Song,The Woodchuck Song,61.0,154394.0,False,0.898,0.77,1.0,-4.97,0.0,0.302,0.0165,0.00216,0.207,0.412,126.031,4.0,swedish
106355.0,2akrIna6A1btLmjPBN8YKI,Jubël;Aleyna Tilki,Diamonds (feat. Aleyna Tilki),Diamonds (feat. Aleyna Tilki),62.0,168196.0,False,0.66,0.801,4.0,-5.018,0.0,0.0273,0.0407,1.58e-06,0.454,0.53,120.064,4.0,swedish
106366.0,5BkNCuxzzid0gz9sx3NNbX,First Aid Kit,Stay Gold,My Silver Lining,66.0,215493.0,False,0.479,0.725,2.0,-4.671,1.0,0.0335,0.026,0.000129,0.209,0.43,101.938,4.0,swedish
106400.0,336ZYcU6poBWi3s8yzRcAD,Lykke Li,Wounded Rhymes,I Follow Rivers,63.0,228466.0,False,0.599,0.533,9.0,-14.032,0.0,0.0472,0.475,0.00153,0.235,0.607,122.262,4.0,swedish
106404.0,1VueoLGCvRRArsn8DgmH4X,Ricky Rich;A Boogie Wit da Hoodie,Habibi (feat. A Boogie Wit da Hoodie),Habibi (feat. A Boogie Wit da Hoodie),61.0,162990.0,True,0.723,0.545,4.0,-6.26,0.0,0.049,0.0631,0.0,0.297,0.341,117.885,4.0,swedish
106407.0,536vha5aAUhlb50NGDfzfa,flora cash,You're Somebody Else (Acoustic),You're Somebody Else - Acoustic,59.0,219029.0,False,0.379,0.247,1.0,-9.959,1.0,0.0399,0.932,3.6e-06,0.107,0.37,205.561,4.0,swedish
106410.0,3zNNXjjjeLrzIXSJZKalDi,Lykke Li;The Magician,Wounded Rhymes (Anniversary Edition),I Follow Rivers - The Magician Remix,63.0,279635.0,False,0.785,0.7,9.0,-5.81,0.0,0.0406,0.0179,0.00251,0.0823,0.296,122.031,4.0,swedish
106450.0,6MDijuuArPJv1vbp7K1x3f,Miike Snow,iii,Genghis Khan,62.0,212146.0,False,0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4.0,swedish
106453.0,1OEN5wnzICsfdDOGbwaAdb,VAX,Riptide,Riptide,63.0,137130.0,False,0.484,0.18,6.0,-11.075,1.0,0.0417,0.795,0.0,0.266,0.257,76.969,1.0,swedish
106460.0,2AHnmlkyZbnxqSA66B7jK3,ABBA,I Still Have Faith In You / Don't Shut Me Down,Don't Shut Me Down,62.0,238800.0,False,0.719,0.604,0.0,-7.395,1.0,0.0281,0.105,0.0,0.107,0.565,99.993,4.0,swedish
106463.0,6hHXft1nFyvfVv6UoRToPZ,ABBA,Super Trouper,Our Last Summer,61.0,259733.0,False,0.504,0.528,2.0,-7.889,1.0,0.0244,0.72,6.28e-05,0.432,0.414,98.341,4.0,swedish
106464.0,3lKN03PDeBnXZS7sDukRBt,ABBA,Arrival,"Money, Money, Money",66.0,186426.0,False,0.787,0.704,9.0,-6.873,0.0,0.0385,0.535,0.00305,0.089,0.646,120.701,4.0,swedish
106469.0,46OKHucGhjhskazqD8tKnH,ABBA,Voyage,When You Danced With Me,59.0,170333.0,False,0.477,0.687,2.0,-6.469,1.0,0.0295,0.385,0.00394,0.403,0.724,88.001,4.0,swedish
106502.0,00Nsyeo2kcU4602zMsLWXW,JJ;FORTELLA,Still (I Got Summer On My Mind) [FORTELLA Remix],Still (I Got Summer On My Mind) - FORTELLA Remix,72.0,193475.0,False,0.759,0.902,9.0,-6.068,0.0,0.051,0.00532,0.0522,0.343,0.408,123.963,4.0,swedish
106504.0,3dgVBgrgHLzbhAYepa1V1V,Jubël;NEIMY;Tiësto,Dancing In The Moonlight (feat. NEIMY) [Tiësto Remix],Dancing In The Moonlight (feat. NEIMY) - Tiësto Remix,60.0,147146.0,False,0.679,0.619,9.0,-4.983,1.0,0.0528,0.213,0.0,0.105,0.497,124.944,4.0,swedish
106509.0,6yZv0Nl6BXABbXoPVpfF5y,ABBA,Abba,SOS,65.0,202386.0,False,0.415,0.713,5.0,-5.55,1.0,0.0278,0.251,0.00197,0.289,0.579,125.056,4.0,swedish
106513.0,08GOw3NsrJ0LsCCeyqzt3b,ABBA,The Album,Thank You For The Music,63.0,229453.0,False,0.283,0.417,4.0,-9.124,1.0,0.0404,0.835,0.0,0.102,0.373,201.145,4.0,swedish
