artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Omah Lay,understand,understand,61.0,174545.0,False,0.697,0.653,0.0,-7.284,1.0,0.102,0.166,0.231,0.0911,0.627,99.982,4.0,dancehall
Amaal Mallik;Armaan Malik;Rashmi Virag,"Jaan Hai Meri (From ""Radhe Shyam"")","Jaan Hai Meri (From ""Radhe Shyam"")",60.0,274947.0,False,0.536,0.623,7.0,-7.856,1.0,0.0743,0.693,2.04e-06,0.137,0.398,79.915,4.0,pop-film
Novo Amor;Ed Tullett;Lowswimmer,Heiress,Euphor,66.0,243466.0,False,0.296,0.284,10.0,-14.01,0.0,0.033,0.968,0.189,0.0961,0.0917,114.786,4.0,ambient
Mecano,Entre el Cielo y el Suelo (Bonus Tracks Edition),Hijo de la luna,69.0,259146.0,False,0.45,0.527,1.0,-7.212,0.0,0.0341,0.695,8.31e-06,0.0685,0.569,179.474,3.0,spanish
Van Halen,Balance,Can't Stop Lovin' You,63.0,247466.0,False,0.592,0.898,9.0,-5.194,1.0,0.0358,0.143,2.29e-06,0.229,0.537,118.006,4.0,hard-rock
Hoobastank,Hoobastank (20th Anniversary Edition),Crawling In The Dark,66.0,175226.0,False,0.588,0.927,6.0,-4.776,0.0,0.113,0.000305,3.83e-05,0.195,0.652,93.571,4.0,grunge
Shawn Mendes;Tainy,Summer Of Love,Summer of Love (Shawn Mendes & Tainy),82.0,184104.0,False,0.776,0.808,11.0,-4.501,1.0,0.117,0.0297,0.000127,0.103,0.494,123.988,4.0,dance
Three Days Grace,Human,Fallen Angel,64.0,186146.0,False,0.453,0.911,2.0,-3.775,0.0,0.0382,0.00554,0.0,0.0627,0.218,137.011,4.0,grunge
TOMORROW X TOGETHER,The Dream Chapter: MAGIC,9 and Three Quarters (Run Away),69.0,211866.0,False,0.639,0.756,1.0,-4.42,1.0,0.0606,0.0055,0.0,0.13,0.531,128.931,4.0,k-pop
Justin Bieber;Daniel Caesar;Giveon,Justice,Peaches (feat. Daniel Caesar & Giveon),86.0,198081.0,True,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,4.0,pop
Rekha Bhardwaj,Delhi-6,Genda Phool,61.0,168240.0,False,0.734,0.355,10.0,-10.605,0.0,0.083,0.296,0.000135,0.124,0.584,193.922,4.0,pop-film
Little Dragon,Ritual Union,Ritual Union,59.0,210266.0,False,0.7,0.738,1.0,-4.398,1.0,0.0324,0.0381,0.00527,0.22,0.796,144.035,4.0,trip-hop
Hara Noda,The Beauty of Everyday Things,The Beauty of Everyday Things,65.0,203096.0,False,0.643,0.28,10.0,-13.774,1.0,0.0332,0.965,0.867,0.107,0.0865,108.046,4.0,jazz
Bea Miller,aurora,like that,70.0,185546.0,False,0.573,0.441,6.0,-5.799,0.0,0.0758,0.186,0.0,0.61,0.389,61.657,4.0,alt-rock
Tears For Fears;Oleta Adams,The Seeds Of Love,Woman In Chains,67.0,391000.0,False,0.434,0.609,5.0,-8.295,1.0,0.0306,0.0232,0.00108,0.0557,0.372,159.994,4.0,synth-pop
Larissa Lambert,Weak,Weak,67.0,159375.0,False,0.617,0.451,7.0,-9.323,1.0,0.0584,0.627,0.0,0.267,0.487,127.923,4.0,chill
Camille Saint-Saëns;Sebastian Comberti;Miriam Keogh,Romance,The Swan,61.0,174333.0,False,0.216,0.149,7.0,-18.173,1.0,0.0402,0.986,0.94,0.0921,0.117,123.201,4.0,french
Diljit Dosanjh,Drive Thru,Peaches,74.0,189176.0,False,0.663,0.478,4.0,-7.265,0.0,0.185,0.095,0.0,0.0705,0.341,85.264,4.0,pop-film
Tove Lo,Dirt Femme,True Romance,61.0,245978.0,False,0.408,0.314,0.0,-7.729,1.0,0.0323,0.48,1.27e-05,0.111,0.0833,105.096,4.0,swedish
DJ Snake;Future,U Are My High (with Future),U Are My High (with Future),64.0,211200.0,False,0.602,0.824,0.0,-4.087,0.0,0.0547,0.0867,0.0,0.0947,0.442,125.147,4.0,electronic
BTS,Wings,Awake,66.0,226160.0,False,0.35,0.498,3.0,-6.589,1.0,0.0332,0.023,1.99e-06,0.269,0.34,142.803,4.0,k-pop
Zella Day,Kicker,East of Eden,67.0,186213.0,False,0.598,0.803,1.0,-3.203,0.0,0.0349,0.0355,9.66e-05,0.107,0.567,122.889,4.0,indie-pop
The Cure,The Head On The Door,Inbetween Days,68.0,177986.0,False,0.546,0.836,9.0,-6.321,1.0,0.0317,0.107,0.583,0.166,0.735,142.605,4.0,punk-rock
Shankar-Ehsaan-Loy;Shafqat Amanat Ali,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,62.0,278546.0,False,0.522,0.74,0.0,-7.018,1.0,0.0465,0.558,0.0,0.144,0.732,92.618,4.0,pop-film
A.CHAL,EXOTIGAZ,0.0,61.0,165214.0,True,0.734,0.472,1.0,-8.192,0.0,0.306,0.494,0.00293,0.102,0.387,190.011,4.0,soul
Tiësto;Ty Dolla $ign,"The Business, Pt. II","The Business, Pt. II",63.0,164267.0,False,0.658,0.747,8.0,-6.567,0.0,0.0971,0.138,0.0,0.129,0.326,120.073,4.0,trance
Underoath,They're Only Chasing Safety,A Boy Brushed Red Living In Black And White,62.0,268000.0,False,0.419,0.932,1.0,-3.604,0.0,0.106,0.00171,0.0,0.137,0.445,169.881,4.0,metalcore
Joshua Aaron,Munbe Vaa,Munbe Vaa,66.0,149460.0,False,0.51,0.407,1.0,-9.671,1.0,0.0334,0.628,1.73e-06,0.12,0.22,120.085,4.0,pop
Slipknot,Slipknot (10th Anniversary Edition),Spit It Out,67.0,159773.0,True,0.331,0.946,7.0,-4.599,1.0,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,4.0,metal
The Band,Music From Big Pink (Remastered),The Weight - Remastered 2000,72.0,274493.0,False,0.63,0.551,9.0,-9.28,1.0,0.0549,0.373,5.75e-05,0.103,0.518,143.868,4.0,blues
Pratsofficial,Aziyat,Aziyat,65.0,221714.0,False,0.682,0.437,10.0,-8.655,1.0,0.0271,0.758,0.00801,0.106,0.233,104.961,4.0,pop
Azaan Sami Khan,Main Tera,Ik Lamha,65.0,258857.0,False,0.581,0.578,5.0,-7.571,0.0,0.0524,0.671,0.0,0.106,0.335,140.0,4.0,pop
Blondie,Best Of Blondie,Heart Of Glass - Special Mix,69.0,275733.0,False,0.694,0.577,4.0,-14.63,1.0,0.0308,0.015,0.00836,0.0853,0.845,114.478,4.0,power-pop
Eric Chou,"愛,教會我們的事","你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",65.0,287306.0,False,0.439,0.477,10.0,-5.638,1.0,0.0307,0.643,0.0,0.114,0.535,159.819,4.0,mandopop
The Strokes,Angles,Machu Picchu,64.0,209626.0,False,0.695,0.817,1.0,-5.294,1.0,0.0659,0.0132,0.097,0.0601,0.874,105.014,4.0,garage
Raftaar;Rashmeet Kaur;Surbhi Jyoti,Ghana Kasoota (feat. Surbhi Jyoti),Ghana Kasoota (feat. Surbhi Jyoti),64.0,168640.0,False,0.877,0.781,5.0,-4.459,0.0,0.0548,0.0315,0.000397,0.239,0.373,102.994,4.0,hip-hop
julie,flutter,flutter,62.0,267491.0,False,0.173,0.694,9.0,-6.549,1.0,0.0466,6.31e-06,0.888,0.442,0.351,116.088,4.0,grunge
Chase & Status;Plan B,No More Idols,End Credits,60.0,200600.0,False,0.324,0.783,1.0,-4.808,0.0,0.0346,0.00929,0.0117,0.0888,0.0788,116.704,3.0,drum-and-bass
ILLENIUM;Spiritbox,Shivering (feat. Spiritbox),Shivering (feat. Spiritbox),62.0,300916.0,False,0.428,0.907,4.0,-3.063,0.0,0.163,0.00594,1.71e-06,0.129,0.244,149.955,4.0,dub
Tom Jones,Delilah,Delilah,61.0,204160.0,False,0.528,0.482,9.0,-10.939,0.0,0.027,0.614,0.0,0.549,0.788,95.82,1.0,british
The Beach Boys,The Very Best Of The Beach Boys: Sounds Of Summer,Kokomo,71.0,217692.0,False,0.682,0.635,0.0,-10.05,1.0,0.0346,0.00863,0.0,0.137,0.927,115.584,4.0,psych-rock
Bombay Jayashri,Minnalae,Vaseegara,68.0,299146.0,False,0.695,0.293,11.0,-16.278,0.0,0.0431,0.596,0.0158,0.132,0.637,143.804,4.0,classical
Bazzi,Infinite Dream,Heaven,67.0,153391.0,False,0.798,0.575,5.0,-5.487,0.0,0.0351,0.145,2.23e-06,0.0601,0.685,114.989,4.0,electro
Zoe Wees,Control,Control,77.0,230880.0,False,0.599,0.465,4.0,-4.95,1.0,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,4.0,german
Pink Sweat$,17.0,17.0,63.0,160736.0,False,0.558,0.364,5.0,-8.663,1.0,0.0502,0.169,9.94e-05,0.109,0.252,129.17,4.0,chill
Craig David,Born to Do It,Fill Me In,63.0,257200.0,False,0.682,0.744,8.0,-6.981,1.0,0.0365,0.376,0.00951,0.06,0.827,132.493,4.0,british
Dope,Felons and Revolutionaries,Debonaire,60.0,152626.0,False,0.586,0.889,11.0,-4.331,0.0,0.0488,1.35e-05,0.607,0.0715,0.837,140.535,4.0,industrial
Spandau Ballet,True (Special Edition),True - 2003 Remaster,64.0,393386.0,False,0.777,0.521,0.0,-8.443,1.0,0.0277,0.359,0.11,0.0594,0.335,97.623,4.0,synth-pop
PSY;SUGA,PSY 9th,That That (prod. & feat. SUGA of BTS),81.0,174646.0,False,0.905,0.962,4.0,-3.197,1.0,0.0856,0.0299,0.0,0.0272,0.906,129.969,4.0,hip-hop
Aaryan Shah,Renegade,Renegade,79.0,222576.0,True,0.551,0.561,9.0,-10.408,0.0,0.0559,0.509,0.367,0.369,0.207,103.118,4.0,soul
Burna Boy;Stormzy,Twice As Tall,Real Life (feat. Stormzy),64.0,197933.0,True,0.594,0.568,0.0,-7.268,1.0,0.0701,0.147,4.01e-05,0.339,0.407,132.348,5.0,dancehall
Euloria,Distant Dreams,Distant Dreams,64.0,239224.0,False,0.218,0.0025,0.0,-35.931,1.0,0.0401,0.994,0.896,0.109,0.0556,70.124,4.0,sleep
Marshmello;Khalid,Numb,Numb,87.0,155588.0,False,0.912,0.774,0.0,-4.673,0.0,0.0455,0.121,0.0127,0.101,0.632,119.966,4.0,dance
Parcels,Tieduprightnow,Tieduprightnow,70.0,249956.0,False,0.863,0.533,5.0,-7.986,0.0,0.0484,0.291,0.00126,0.0794,0.738,102.025,4.0,soul
Disfigure,Blank,Blank,61.0,208901.0,False,0.618,0.643,11.0,-5.194,0.0,0.0329,0.00154,1.38e-06,0.158,0.453,140.017,4.0,edm
Møme;Merryn Jeann,Panorama,Aloha,62.0,218480.0,False,0.661,0.635,10.0,-7.423,0.0,0.0645,0.204,0.00114,0.186,0.365,99.972,4.0,french
Sleepy Hallow;Alborosie,2 Mins of Pain (feat. Alborosie),2 Mins of Pain (feat. Alborosie),74.0,136695.0,True,0.886,0.434,11.0,-12.106,0.0,0.403,0.101,1.22e-06,0.297,0.785,147.995,4.0,r-n-b
The Doors,Morrison Hotel,Roadhouse Blues,71.0,243826.0,False,0.623,0.633,9.0,-8.212,1.0,0.0304,0.336,4.6e-05,0.147,0.895,121.119,4.0,psych-rock
Blood Orange,Negro Swan,Charcoal Baby,66.0,242341.0,False,0.622,0.46,7.0,-8.389,0.0,0.0372,0.14,0.000369,0.119,0.514,183.241,4.0,chill
James Hype;Kelli-Leigh,More Than Friends,More Than Friends,62.0,140698.0,False,0.81,0.885,5.0,-4.583,0.0,0.108,0.101,0.0,0.268,0.447,122.985,4.0,deep-house
Yung Beef,El Plugg 2,METALLICA,67.0,228218.0,True,0.586,0.816,1.0,-4.492,0.0,0.122,0.0992,0.00539,0.355,0.58,174.053,4.0,spanish
Seven Lions;Lights,Stop Thinking (feat. Lights),Stop Thinking (feat. Lights),60.0,292633.0,False,0.396,0.597,9.0,-5.819,1.0,0.0358,0.308,1.8e-06,0.0607,0.185,170.061,4.0,dub
Marilyn Manson,Antichrist Superstar,The Beautiful People,73.0,218826.0,True,0.621,0.834,10.0,-10.068,0.0,0.0557,0.000779,0.456,0.0611,0.937,143.973,4.0,industrial
Euloria,Just In View,Just In View,65.0,209750.0,False,0.162,0.00166,9.0,-36.77,1.0,0.0402,0.995,0.861,0.0886,0.121,71.13,4.0,sleep
Vaundy,strobo,東京フラッシュ,66.0,258858.0,False,0.628,0.634,2.0,-5.508,1.0,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,4.0,j-pop
Yuvan Shankar Raja;Tanvi Shah,Naan Mahaan Alla (Original Motion Picture Soundtrack),Iragai Poley,65.0,317739.0,False,0.875,0.539,3.0,-8.364,0.0,0.0367,0.0586,0.0047,0.116,0.305,115.004,4.0,k-pop
Lil Tjay,True 2 Myself,F.N,78.0,224000.0,True,0.567,0.515,6.0,-10.265,0.0,0.247,0.354,0.0,0.078,0.321,120.1,1.0,r-n-b
The Smiths,Louder Than Bombs,Asleep - 2011 Remaster,65.0,253560.0,False,0.512,0.255,0.0,-15.867,1.0,0.0291,0.88,0.532,0.146,0.215,115.144,3.0,punk-rock
Arctic Monkeys,Favourite Worst Nightmare,Balaclava,62.0,171226.0,False,0.414,0.811,11.0,-4.4,0.0,0.0919,0.00133,0.000129,0.333,0.762,137.617,4.0,garage
Red Hot Chili Peppers,Return of the Dream Canteen,Bag of Grins,62.0,306434.0,False,0.486,0.812,0.0,-6.244,1.0,0.0553,0.0106,0.0116,0.201,0.303,112.648,4.0,alt-rock
Sia;Diplo;Labrinth;LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD","Genius (feat. Sia, Diplo, and Labrinth)",76.0,213706.0,False,0.603,0.615,11.0,-4.931,0.0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,4.0,dance
Survivor,Rocky IV,"Burning Heart - From ""Rocky IV"" Soundtrack",65.0,230720.0,False,0.651,0.665,9.0,-7.43,0.0,0.0269,0.221,7.91e-06,0.0403,0.647,97.996,4.0,hard-rock
BURNOUT SYNDROMES,檸檬,ヒカリアレ,60.0,244786.0,False,0.313,0.941,7.0,-1.741,1.0,0.133,0.0112,0.0,0.363,0.35,178.061,4.0,anime
Nirvana,In Utero - 20th Anniversary Remaster,All Apologies,72.0,233173.0,False,0.446,0.632,1.0,-12.197,1.0,0.034,0.0793,0.000266,0.0881,0.359,113.176,4.0,alt-rock
Rammstein,Liebe ist für alle da (Special Edition),Pussy,62.0,239080.0,True,0.573,0.773,7.0,-4.629,1.0,0.0442,0.00158,0.0957,0.0734,0.541,134.977,4.0,industrial
Slayer,Repentless,Delusions of Saviour,73.0,115413.0,False,0.223,0.805,8.0,-8.969,1.0,0.037,0.000179,0.814,0.0849,0.25,168.165,4.0,alt-rock
Bullet For My Valentine,The Poison,Hand Of Blood,60.0,216133.0,False,0.378,0.986,8.0,-2.769,1.0,0.0832,0.000248,0.0,0.0833,0.492,94.458,4.0,metal
Rachel Platten,Wildfire,Fight Song,77.0,204013.0,False,0.564,0.714,7.0,-4.987,1.0,0.129,0.0549,0.0,0.155,0.33,175.924,4.0,rock
Sophie Pecora,Keeping Everything Inside,Keeping Everything Inside,61.0,178105.0,False,0.561,0.522,6.0,-7.699,0.0,0.108,0.613,0.0,0.103,0.43,94.321,4.0,singer-songwriter
Labrinth;Zendaya,Imagination & the Misfit Kid,All For Us,72.0,191710.0,False,0.46,0.66,3.0,-6.642,1.0,0.0652,0.0108,0.000139,0.34,0.18,141.722,4.0,indie-pop
Jay Wheeler;DJ Nelson;Myke Towers,Platónicos Mix (DJ Mix),La Curiosidad (feat. Myke Towers) - Mixed,74.0,93652.0,False,0.809,0.752,11.0,-3.638,0.0,0.206,0.114,0.000187,0.303,0.858,92.14,4.0,latino
Sleeping At Last,Atlas: Enneagram,Two,60.0,258609.0,False,0.504,0.327,4.0,-9.49,1.0,0.0367,0.902,7.63e-06,0.445,0.299,132.803,4.0,ambient
Motionless In White,Disguise,Thoughts & Prayers,60.0,240450.0,True,0.321,0.962,1.0,-3.364,1.0,0.161,6.78e-06,0.0,0.396,0.473,200.142,4.0,metalcore
Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Dancing Shoes,63.0,141133.0,False,0.522,0.889,1.0,-4.137,1.0,0.0461,0.00328,0.0,0.345,0.852,144.499,4.0,garage
Mohammed Irfan;Gajendra Verma,Yaariyan,Baarish,64.0,374938.0,False,0.443,0.447,7.0,-7.895,0.0,0.0356,0.768,0.0,0.2,0.215,127.395,4.0,pop-film
IU,IU 5th Album 'LILAC',Celebrity,68.0,195546.0,False,0.73,0.784,9.0,-2.62,1.0,0.0691,0.191,0.0,0.0956,0.673,99.995,4.0,k-pop
Billy Idol,Rebel Yell,Rebel Yell,74.0,288533.0,False,0.53,0.864,4.0,-4.948,0.0,0.061,0.000753,0.000459,0.354,0.484,166.312,4.0,hard-rock
Maluma,Hawái,Hawái,76.0,200197.0,False,0.787,0.728,6.0,-3.455,0.0,0.389,0.189,2.29e-05,0.0629,0.545,180.066,4.0,latino
John Mayer,Heavier Things,Daughters,67.0,237906.0,False,0.674,0.413,2.0,-7.816,1.0,0.0274,0.836,1.95e-05,0.098,0.503,124.893,3.0,singer-songwriter
Wham!,Fantastic,Club Tropicana,64.0,265600.0,False,0.658,0.714,11.0,-9.247,1.0,0.0519,0.0294,5.7e-05,0.651,0.806,117.283,4.0,disco
Sidhu Moose Wala;Blockboi Twitch,Moosetape,G-Shit (feat. Blockboi Twitch),62.0,233571.0,False,0.658,0.761,0.0,-6.645,1.0,0.257,0.0531,0.0,0.216,0.843,165.543,4.0,hip-hop
Jessica Keenan Wynn;Alice Lee;Elle McLemore,Heathers: The Musical (World Premiere Cast Recording),Candy Store,67.0,172826.0,True,0.728,0.525,1.0,-5.91,0.0,0.171,0.585,0.0,0.0962,0.779,141.855,4.0,show-tunes
Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,69.0,284496.0,False,0.263,0.759,0.0,-7.288,1.0,0.0431,0.0555,0.0,0.231,0.429,179.904,4.0,blues
Chillies;Suni Hạ Linh;Rhymastic,Cứ Chill Thôi,Cứ Chill Thôi,61.0,270000.0,False,0.781,0.608,8.0,-8.452,1.0,0.0408,0.217,3.63e-05,0.158,0.609,101.017,4.0,indie-pop
Daddy Yankee,Barrio Fino En Directo,Rompe,74.0,188626.0,True,0.696,0.858,9.0,-5.155,1.0,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4.0,latino
Anuel AA,Real Hasta la Muerte,Quiere Beber,71.0,187125.0,False,0.773,0.57,8.0,-3.482,1.0,0.113,0.372,0.00524,0.108,0.772,95.038,4.0,latino
Red Hot Chili Peppers,Return of the Dream Canteen,My Cigarette,63.0,264207.0,False,0.732,0.653,7.0,-7.804,0.0,0.0427,0.0158,0.295,0.0851,0.848,178.058,4.0,funk
Travis Scott,ASTROWORLD,SICKO MODE,83.0,312820.0,True,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,hip-hop
Boys Like Girls,Love Drunk,Love Drunk,65.0,226706.0,False,0.44,0.976,10.0,-3.17,1.0,0.141,0.00177,3.39e-06,0.16,0.412,150.005,4.0,punk-rock
El Alfa;Chael Produciendo;CJ;El Cherry Scom,La Mamá de la Mamá,La Mamá de la Mamá,72.0,219000.0,True,0.922,0.927,11.0,-3.025,1.0,0.105,0.283,0.00331,0.719,0.796,129.978,4.0,latino
Ben Rector,Brand New,Brand New,65.0,243933.0,False,0.555,0.934,9.0,-5.04,1.0,0.113,0.00268,0.0,0.122,0.422,144.874,4.0,acoustic
Sade,Promise,The Sweetest Taboo,64.0,277373.0,False,0.752,0.823,10.0,-9.455,0.0,0.0447,0.128,0.0098,0.303,0.962,91.563,4.0,british
FKJ;((( O ))),Ylang Ylang EP,Ylang Ylang,61.0,213000.0,False,0.579,0.244,1.0,-12.449,1.0,0.0324,0.923,0.937,0.108,0.169,69.974,4.0,soul
Green Day,Dookie,She,67.0,134293.0,False,0.37,0.937,1.0,-3.939,0.0,0.0356,7.37e-05,0.00817,0.0904,0.874,93.307,4.0,punk
Rammstein,Rosenrot,Benzin,60.0,226000.0,False,0.527,0.947,4.0,-4.205,0.0,0.0574,0.000393,0.00372,0.075,0.206,142.008,4.0,industrial
Sidhu Moose Wala,East Side Flow,East Side Flow,66.0,224211.0,False,0.767,0.867,4.0,-2.931,0.0,0.247,0.109,0.0,0.155,0.786,151.965,4.0,hip-hop
Enrique Iglesias;Descemer Bueno;Zion & Lennox,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),70.0,207680.0,False,0.688,0.822,0.0,-3.304,1.0,0.0537,0.0642,0.0,0.241,0.66,91.011,4.0,latin
Current Joys,Wild Heart,Blondie,76.0,194733.0,False,0.776,0.626,6.0,-12.561,1.0,0.0396,0.622,0.899,0.086,0.866,122.072,4.0,indie-pop
Jaymes Young,Feel Something,inf,85.0,237720.0,False,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4.0,pop
Bazzi,COSMIC,Beautiful,68.0,178242.0,False,0.666,0.677,2.0,-5.743,1.0,0.0326,0.214,0.0,0.0979,0.178,100.014,4.0,electro
BLACKPINK,Kill This Love,Hope Not,63.0,191030.0,False,0.556,0.423,4.0,-4.998,0.0,0.0274,0.441,0.0,0.0867,0.179,110.086,4.0,k-pop
Videoclub,Amour plastique,Amour plastique,68.0,227026.0,False,0.7,0.354,6.0,-14.043,0.0,0.0345,0.765,0.00158,0.128,0.245,119.965,4.0,french
BTS,MAP OF THE SOUL : 7,Friends,71.0,199338.0,False,0.55,0.747,1.0,-5.211,1.0,0.0407,0.0668,0.0,0.0536,0.649,79.979,4.0,k-pop
Arjun Kanungo,Zara Zara - MTV Unwind,Zara Zara - MTV Unwind,64.0,208320.0,False,0.588,0.23,5.0,-20.647,0.0,0.0423,0.643,2.66e-05,0.164,0.286,135.978,4.0,pop
Alice In Chains,Dirt (2022 Remaster),Down In A Hole (2022 Remaster),65.0,338226.0,False,0.357,0.795,6.0,-5.909,1.0,0.0337,0.0134,0.00013,0.111,0.416,97.171,4.0,grunge
Mamta Sharma,Yaara,Yaara,63.0,266762.0,False,0.386,0.549,7.0,-6.75,1.0,0.0745,0.876,0.0,0.095,0.194,71.984,4.0,pop-film
VTORNIK;Phonk,Money Rain (Phonk Remix),Money Rain - Phonk Remix,77.0,150941.0,True,0.936,0.791,6.0,-3.605,1.0,0.235,0.355,0.00628,0.168,0.746,102.02,4.0,hip-hop
Eric Chou,"最後一堂課 (《媽,別鬧了!》影集片尾曲)","最後一堂課 - 《媽,別鬧了!》影集片尾曲",67.0,278914.0,False,0.55,0.543,8.0,-6.961,1.0,0.0268,0.769,0.0,0.0911,0.35,74.008,4.0,mandopop
Hansraj Raghuwanshi,Laagi Lagan Shankara (Hindi),Laagi Lagan Shankara,63.0,236428.0,False,0.468,0.903,7.0,-3.155,1.0,0.122,0.178,0.0,0.0918,0.523,152.383,3.0,pop
Owl City,Wreck-It Ralph,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",67.0,218093.0,False,0.638,0.831,11.0,-6.812,0.0,0.081,0.0263,0.0,0.0491,0.388,127.975,4.0,indie-pop
Gary Clark Jr.;Junkie XL,Come Together,Come Together,61.0,193714.0,False,0.447,0.788,2.0,-4.994,0.0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04,4.0,blues
Led Zeppelin,Led Zeppelin,Good Times Bad Times - 1993 Remaster,69.0,166266.0,False,0.476,0.717,9.0,-9.192,1.0,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,4.0,hard-rock
6ix9ine,Day69: Graduation Day,GUMMO,63.0,157643.0,True,0.66,0.775,2.0,-4.926,1.0,0.172,0.0553,0.0,0.129,0.635,157.036,4.0,emo
Charlie Puth;Selena Gomez,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),82.0,217706.0,False,0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017,4.0,dance
Otaku,Anime Lofi Vol. 1,Blue Bird (Naruto),60.0,111848.0,False,0.58,0.229,1.0,-16.333,0.0,0.0308,0.287,0.856,0.104,0.127,70.013,4.0,anime
Kenny Rogers;Sheena Easton,We've Got Tonight,We've Got Tonight,66.0,234560.0,False,0.543,0.227,8.0,-11.247,1.0,0.0298,0.767,4.29e-05,0.103,0.292,123.548,4.0,country
Worakls,Utopia / Porto,Porto,60.0,330000.0,False,0.678,0.713,8.0,-6.451,1.0,0.0487,0.00136,0.865,0.0837,0.19,127.993,4.0,deep-house
Fetty Wap;Remy Boyz,679 (feat. Remy Boyz),679 (feat. Remy Boyz),74.0,196693.0,True,0.618,0.717,7.0,-5.738,1.0,0.318,0.00256,0.0,0.625,0.603,190.05,4.0,j-dance
KISS,Creatures Of The Night,I Love It Loud,64.0,255426.0,False,0.414,0.897,5.0,-6.406,0.0,0.0538,0.000402,1.85e-06,0.0809,0.263,170.916,4.0,hard-rock
GAYLE,a study of the human experience volume two,snow angels,61.0,210239.0,True,0.753,0.552,8.0,-3.803,1.0,0.0395,0.0124,0.0,0.092,0.901,117.955,4.0,alternative
Stephen Zechariah;Pragathi Guruprasad,Usuraiya Tholaichaen,Usuraiya Tholaichaen,61.0,339442.0,False,0.567,0.585,9.0,-9.32,0.0,0.0329,0.517,4.84e-06,0.115,0.374,99.935,4.0,hip-hop
Fall Out Boy,From Under The Cork Tree,"Dance, Dance",77.0,180266.0,False,0.622,0.961,11.0,-3.198,0.0,0.154,0.00523,0.0,0.0854,0.449,114.452,4.0,emo
Christina Perri,A Thousand Years,A Thousand Years,81.0,285120.0,False,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,3.0,dance
Shubh;Ikky,Baller,Baller,82.0,148188.0,False,0.711,0.702,5.0,-10.048,1.0,0.233,0.00487,0.0163,0.0932,0.674,180.219,4.0,hip-hop
Gur Sidhu;Kaptaan,Step Up,Compulsory,65.0,216000.0,False,0.778,0.76,3.0,-3.913,0.0,0.143,0.0237,6.15e-06,0.183,0.688,144.026,4.0,pop
Sinsinati;Álvaro De Luna,Indios y Vaqueros,Indios y Vaqueros,60.0,184000.0,False,0.606,0.797,8.0,-6.23,1.0,0.0702,0.0607,0.0,0.366,0.851,100.015,4.0,spanish
Matisse & Sadko;Hanne Mjøen,Into You,Into You,60.0,161538.0,False,0.553,0.687,8.0,-6.4,1.0,0.034,0.0336,0.0,0.125,0.278,156.0,4.0,edm
LiSA,明け星,明け星,61.0,269000.0,False,0.389,0.867,1.0,-3.604,1.0,0.048,0.000303,0.0,0.347,0.215,94.952,4.0,anime
Mithoon;Arijit Singh;Manoj Muntashir,"Soch Liya (From ""Radhe Shyam"")","Soch Liya (From ""Radhe Shyam"")",64.0,283260.0,False,0.597,0.52,8.0,-7.624,0.0,0.036,0.484,1.05e-06,0.103,0.192,119.923,4.0,pop-film
Anuel AA;Enrique Iglesias,Emmanuel,Fútbol & Rumba (feat. Enrique Iglesias),61.0,221428.0,True,0.735,0.916,2.0,-2.082,1.0,0.117,0.397,2.91e-06,0.0918,0.691,167.994,4.0,latino
Rammstein,Rammstein,Zeig dich,68.0,255845.0,False,0.545,0.942,0.0,-4.283,0.0,0.0417,0.00108,0.0246,0.0585,0.365,165.066,4.0,industrial
Hillsong Worship,Ultimate Worship Vol 1,Still,61.0,320506.0,False,0.419,0.473,0.0,-6.804,1.0,0.0282,0.34,0.0,0.111,0.184,70.022,4.0,world-music
